annee;loi;type_donnee;axe;niveau1_id;niveau1;niveau2_id;niveau2;type_budget;montant_md_euros
2018;plr;ae;ministere;16491;Justice;16502;Accès au droit et à la justice;Budget général;0.430142288
2018;plr;ae;ministere;16491;Justice;16507;Administration pénitentiaire;Budget général;3.40532367
2018;plr;ae;ministere;16491;Justice;16550;Justice judiciaire;Budget général;3.354017314
2018;plr;ae;ministere;16491;Justice;16562;Protection judiciaire de la jeunesse;Budget général;0.835871668
2018;plr;ae;ministere;16491;Justice;16599;Conduite et pilotage de la politique de la justice;Budget général;0.42403692
2018;plr;ae;ministere;16491;Justice;16602;Conseil supérieur de la magistrature;Budget général;0.003970843
2018;plr;ae;ministere;16495;Travail;16503;Accès et retour à l'emploi;Budget général;4.862089725
2018;plr;ae;ministere;16495;Travail;16504;Accompagnement des mutations économiques et développement de l'emploi;Budget général;6.025985691
2018;plr;ae;ministere;16495;Travail;16510;Amélioration de la qualité de l'emploi et des relations du travail;Budget général;0.139985121
2018;plr;ae;ministere;16495;Travail;16540;Conception, gestion et évaluation des politiques de l'emploi et du travail;Budget général;0.68049335
2018;plr;ae;ministere;16495;Travail;16642;Répartition régionale de la ressource consacrée au développement de l'apprentissage;Comptes d'affectation spéciale;1.38994
2018;plr;ae;ministere;16495;Travail;16643;Correction financière des disparités régionales de taxe d'apprentissage et incitations au développement de l'apprentissage;Comptes d'affectation spéciale;0.299967699
2018;plr;ae;ministere;16490;Intérieur;16505;Intégration et accès à la nationalité française;Budget général;0.302991132
2018;plr;ae;ministere;16490;Intérieur;16515;Concours financiers aux collectivités territoriales et à leurs groupements;Budget général;3.495814071
2018;plr;ae;ministere;16490;Intérieur;16516;Concours spécifiques et administration;Budget général;0.190832466
2018;plr;ae;ministere;16490;Intérieur;16539;Gendarmerie nationale;Budget général;8.916232135
2018;plr;ae;ministere;16490;Intérieur;16545;Sécurité civile;Budget général;0.768513946
2018;plr;ae;ministere;16490;Intérieur;16557;Police nationale;Budget général;10.808826007
2018;plr;ae;ministere;16490;Intérieur;16579;Sécurité et éducation routières;Budget général;0.038280017
2018;plr;ae;ministere;16490;Intérieur;16584;Conduite et pilotage des politiques de l'intérieur;Budget général;0.858115124
2018;plr;ae;ministere;16490;Intérieur;16592;Vie politique, cultuelle et associative;Budget général;0.171395162
2018;plr;ae;ministere;16490;Intérieur;16594;Immigration et asile;Budget général;1.221097072
2018;plr;ae;ministere;16490;Intérieur;16597;Administration territoriale;Budget général;1.726912632
2018;plr;ae;ministere;16490;Intérieur;16632;Structures et dispositifs de sécurité routière;Comptes d'affectation spéciale;0.29217542
2018;plr;ae;ministere;16490;Intérieur;16633;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;Comptes d'affectation spéciale;0.0262
2018;plr;ae;ministere;16490;Intérieur;16634;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;Comptes d'affectation spéciale;0.689214
2018;plr;ae;ministere;16485;Europe et affaires étrangères;16506;Action de la France en Europe et dans le monde;Budget général;1.880000459
2018;plr;ae;ministere;16485;Europe et affaires étrangères;16538;Français à l'étranger et affaires consulaires;Budget général;0.362801296
2018;plr;ae;ministere;16485;Europe et affaires étrangères;16564;Diplomatie culturelle et d'influence;Budget général;0.719760367
2018;plr;ae;ministere;16485;Europe et affaires étrangères;16580;Solidarité à l'égard des pays en développement;Budget général;1.801285991
2018;plr;ae;ministere;16485;Europe et affaires étrangères;16608;Présidence française du G7;Budget général;0.000180098
2018;plr;ae;ministere;16498;Cohésion des territoires et relations avec les collectivités territoriales;16508;Aide à l'accès au logement;Budget général;14.34623936
2018;plr;ae;ministere;16498;Cohésion des territoires et relations avec les collectivités territoriales;16511;Impulsion et coordination de la politique d'aménagement du territoire;Budget général;0.152174366
2018;plr;ae;ministere;16498;Cohésion des territoires et relations avec les collectivités territoriales;16523;Urbanisme, territoires et amélioration de l'habitat;Budget général;0.694008606
2018;plr;ae;ministere;16498;Cohésion des territoires et relations avec les collectivités territoriales;16534;Politique de la ville;Budget général;0.400162081
2018;plr;ae;ministere;16498;Cohésion des territoires et relations avec les collectivités territoriales;16558;Hébergement, parcours vers le logement et insertion des personnes vulnérables;Budget général;2.075214786
2018;plr;ae;ministere;16493;Économie et finances;16509;Aide économique et financière au développement;Budget général;1.10002487
2018;plr;ae;ministere;16493;Économie et finances;16513;Appels en garantie de l'État (crédits évaluatifs);Budget général;0.044631447
2018;plr;ae;ministere;16493;Économie et finances;16514;Charge de la dette et trésorerie de l'État (crédits évaluatifs);Budget général;41.54128
2018;plr;ae;ministere;16493;Économie et finances;16522;Développement des entreprises et régulations;Budget général;0.981176895
2018;plr;ae;ministere;16493;Économie et finances;16532;Épargne;Budget général;0.101003921
2018;plr;ae;ministere;16493;Économie et finances;16552;Majoration de rentes;Budget général;0.142479
2018;plr;ae;ministere;16493;Économie et finances;16568;Recherche et enseignement supérieur en matière économique et industrielle;Budget général;0.793539023
2018;plr;ae;ministere;16493;Économie et finances;16588;Statistiques et études économiques;Budget général;0.456993917
2018;plr;ae;ministere;16493;Économie et finances;16596;Stratégie économique et fiscale;Budget général;0.425299103
2018;plr;ae;ministere;16493;Économie et finances;16603;Dotation en capital du Mécanisme européen de stabilité;Budget général;0.1
2018;plr;ae;ministere;16493;Économie et finances;16605;Plan 'France Très haut débit';Budget général;0.158519
2018;plr;ae;ministere;16493;Économie et finances;16606;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;Budget général;-0.249979019
2018;plr;ae;ministere;16493;Économie et finances;16627;Opérations en capital intéressant les participations financières de l'État;Comptes d'affectation spéciale;3.8919642
2018;plr;ae;ministere;16493;Économie et finances;16628;Désendettement de l'État et d'établissements publics de l'État;Comptes d'affectation spéciale;0.1
2018;plr;ae;ministere;16493;Économie et finances;16648;Avances à l'Agence de services et de paiement, au titre du préfinancement des aides communautaires de la politique agricole commune;Comptes de concours financiers;14.0128
2018;plr;ae;ministere;16493;Économie et finances;16649;Avances à des organismes distincts de l'État et gérant des services publics;Comptes de concours financiers;0.143376
2018;plr;ae;ministere;16493;Économie et finances;16650;Avances à des services de l'État;Comptes de concours financiers;-0.006
2018;plr;ae;ministere;16493;Économie et finances;16658;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;Comptes de concours financiers;0.120073
2018;plr;ae;ministere;16493;Économie et finances;16659;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;Comptes de concours financiers;0.425
2018;plr;ae;ministere;16493;Économie et finances;16660;Prêts et avances pour le logement des agents de l'État;Comptes de concours financiers;8.7359e-05
2018;plr;ae;ministere;16493;Économie et finances;16661;Prêts pour le développement économique et social;Comptes de concours financiers;0.092536
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16512;Paysages, eau et biodiversité;Budget général;0.150114651
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16544;Expertise, information géographique et météorologie;Budget général;0.512195041
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16555;Énergie, climat et après-mines;Budget général;0.442793516
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16561;Prévention des risques;Budget général;0.794606076
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16566;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;Budget général;1.743902463
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16571;Régimes de retraite et de sécurité sociale des marins;Budget général;0.8243154
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16572;Régimes sociaux et de retraite des transports terrestres;Budget général;4.246821
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16575;Infrastructures et services de transports;Budget général;4.950107727
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16577;Affaires maritimes;Budget général;0.160420313
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16585;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;Budget général;2.979634169
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16607;Service public de l'énergie;Budget général;3.0961371
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16621;Navigation aérienne;Budgets annexes;0.607638
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16622;Soutien aux prestations de l'aviation civile;Budgets annexes;1.5217202
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16623;Transports aériens, surveillance et certification;Budgets annexes;0.04945292
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16636;Soutien à la transition énergétique;Comptes d'affectation spéciale;4.94340908
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16637;Engagements financiers liés à la transition énergétique;Comptes d'affectation spéciale;1.627992
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16640;Exploitation des services nationaux de transport conventionnés;Comptes d'affectation spéciale;0.576404527
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16641;Matériel roulant des services nationaux de transport conventionnés;Comptes d'affectation spéciale;0.1626
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16644;Contribution au financement de l'attribution d'aides à l'acquisition de véhicules propres;Comptes d'affectation spéciale;0.18357678
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16645;Contribution au financement de l'attribution d'aides au retrait de véhicules polluants;Comptes d'affectation spéciale;0.365
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16646;Électrification rurale;Comptes d'affectation spéciale;0.387518092
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16647;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d’utilité publique et intempéries;Comptes d'affectation spéciale;-0.000200758
2018;plr;ae;ministere;16494;Transition écologique et solidaire;16662;Prêts à la société concessionnaire de la liaison express entre Paris et l'aéroport Paris-Charles de Gaulle;Comptes de concours financiers;1.7
2018;plr;ae;ministere;16497;Outre-mer;16517;Conditions de vie outre-mer;Budget général;0.784154269
2018;plr;ae;ministere;16497;Outre-mer;16525;Emploi outre-mer;Budget général;1.433330124
2018;plr;ae;ministere;16500;Solidarités et santé;16518;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;Budget général;1.477032949
2018;plr;ae;ministere;16500;Solidarités et santé;16563;Protection maladie;Budget général;0.911055656
2018;plr;ae;ministere;16500;Solidarités et santé;16576;Prévention, sécurité sanitaire et offre de soins;Budget général;0.424741602
2018;plr;ae;ministere;16500;Solidarités et santé;16595;Inclusion sociale et protection des personnes;Budget général;6.987300906
2018;plr;ae;ministere;16492;Services du Premier ministre;16519;Conseil économique, social et environnemental;Budget général;0.04245645
2018;plr;ae;ministere;16492;Services du Premier ministre;16520;Coordination du travail gouvernemental;Budget général;0.615198891
2018;plr;ae;ministere;16492;Services du Premier ministre;16524;Égalité entre les femmes et les hommes;Budget général;0.0293529
2018;plr;ae;ministere;16492;Services du Premier ministre;16542;Handicap et dépendance;Budget général;11.332220368
2018;plr;ae;ministere;16492;Services du Premier ministre;16543;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;Budget général;0.095847489
2018;plr;ae;ministere;16492;Services du Premier ministre;16546;Interventions territoriales de l'État;Budget général;0.049191511
2018;plr;ae;ministere;16492;Services du Premier ministre;16548;Cour des comptes et autres juridictions financières;Budget général;0.215368695
2018;plr;ae;ministere;16492;Services du Premier ministre;16549;Conseil d'État et autres juridictions administratives;Budget général;0.406096069
2018;plr;ae;ministere;16492;Services du Premier ministre;16598;Protection des droits et libertés;Budget général;0.091873424
2018;plr;ae;ministere;16492;Services du Premier ministre;16600;Moyens mutualisés des administrations déconcentrées;Budget général;0.630141992
2018;plr;ae;ministere;16492;Services du Premier ministre;16604;Haut Conseil des finances publiques;Budget général;0.000345539
2018;plr;ae;ministere;16492;Services du Premier ministre;16612;Soutien des progrès de l'enseignement et de la recherche;Budget général;0.65
2018;plr;ae;ministere;16492;Services du Premier ministre;16613;Valorisation de la recherche;Budget général;2.37
2018;plr;ae;ministere;16492;Services du Premier ministre;16614;Accélération de la modernisation des entreprises;Budget général;0.9835
2018;plr;ae;ministere;16492;Services du Premier ministre;16624;Édition et diffusion;Budgets annexes;0.03762225
2018;plr;ae;ministere;16492;Services du Premier ministre;16625;Pilotage et ressources humaines;Budgets annexes;0.11153236
2018;plr;ae;ministere;16486;Culture;16521;Création;Budget général;0.850313104
2018;plr;ae;ministere;16486;Culture;16556;Patrimoines;Budget général;0.899761008
2018;plr;ae;ministere;16486;Culture;16560;Presse et médias;Budget général;0.263919708
2018;plr;ae;ministere;16486;Culture;16565;Recherche culturelle et culture scientifique;Budget général;0.110884686
2018;plr;ae;ministere;16486;Culture;16589;Transmission des savoirs et démocratisation de la culture;Budget général;1.225439846
2018;plr;ae;ministere;16486;Culture;16601;Livre et industries culturelles;Budget général;0.251510315
2018;plr;ae;ministere;16488;Éducation nationale et jeunesse;16526;Enseignement privé du premier et du second degrés;Budget général;7.56427433
2018;plr;ae;ministere;16488;Éducation nationale et jeunesse;16527;Enseignement scolaire public du premier degré;Budget général;22.001021012
2018;plr;ae;ministere;16488;Éducation nationale et jeunesse;16528;Enseignement scolaire public du second degré;Budget général;32.916386396
2018;plr;ae;ministere;16488;Éducation nationale et jeunesse;16547;Jeunesse et vie associative;Budget général;0.56080143
2018;plr;ae;ministere;16488;Éducation nationale et jeunesse;16582;Soutien de la politique de l'éducation nationale;Budget général;2.327308588
2018;plr;ae;ministere;16488;Éducation nationale et jeunesse;16590;Vie de l'élève;Budget général;5.418337846
2018;plr;ae;ministere;16487;Agriculture et alimentation;16529;Enseignement supérieur et recherche agricoles;Budget général;0.339174305
2018;plr;ae;ministere;16487;Agriculture et alimentation;16530;Enseignement technique agricole;Budget général;1.430177384
2018;plr;ae;ministere;16487;Agriculture et alimentation;16536;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;Budget général;1.565396363
2018;plr;ae;ministere;16487;Agriculture et alimentation;16578;Sécurité et qualité sanitaires de l'alimentation;Budget général;0.550762286
2018;plr;ae;ministere;16487;Agriculture et alimentation;16583;Conduite et pilotage des politiques de l'agriculture;Budget général;0.639623781
2018;plr;ae;ministere;16487;Agriculture et alimentation;16638;Développement et transfert en agriculture;Comptes d'affectation spéciale;0.063030107
2018;plr;ae;ministere;16487;Agriculture et alimentation;16639;Recherche appliquée et innovation en agriculture;Comptes d'affectation spéciale;0.068625647
2018;plr;ae;ministere;16501;Armées;16531;Environnement et prospective de la politique de défense;Budget général;1.435018441
2018;plr;ae;ministere;16501;Armées;16533;Équipement des forces;Budget général;12.483221617
2018;plr;ae;ministere;16501;Armées;16551;Liens entre la Nation et son armée;Budget général;0.040901543
2018;plr;ae;ministere;16501;Armées;16553;Reconnaissance et réparation en faveur du monde combattant;Budget général;2.295687
2018;plr;ae;ministere;16501;Armées;16559;Préparation et emploi des forces;Budget général;8.728666444
2018;plr;ae;ministere;16501;Armées;16567;Recherche duale (civile et militaire);Budget général;0.17468075
2018;plr;ae;ministere;16501;Armées;16581;Soutien de la politique de la défense;Budget général;23.034103478
2018;plr;ae;ministere;16489;Action et comptes publics;16535;Fonction publique;Budget général;0.203034041
2018;plr;ae;ministere;16489;Action et comptes publics;16541;Gestion fiscale et financière de l'État et du secteur public local;Budget général;8.103574517
2018;plr;ae;ministere;16489;Action et comptes publics;16570;Régimes de retraite des mines, de la SEITA et divers;Budget général;1.37681556
2018;plr;ae;ministere;16489;Action et comptes publics;16586;Conduite et pilotage des politiques économiques et financières;Budget général;0.931283731
2018;plr;ae;ministere;16489;Action et comptes publics;16593;Facilitation et sécurisation des échanges;Budget général;1.535884037
2018;plr;ae;ministere;16489;Action et comptes publics;16609;Rénovation des cités administratives et autres sites domaniaux multi-occupants;Budget général;0.005620963
2018;plr;ae;ministere;16489;Action et comptes publics;16610;Fonds pour la transformation de l'action publique;Budget général;0.020145996
2018;plr;ae;ministere;16489;Action et comptes publics;16615;Présidence de la République;Budget général;0.103
2018;plr;ae;ministere;16489;Action et comptes publics;16616;Assemblée nationale;Budget général;0.51789
2018;plr;ae;ministere;16489;Action et comptes publics;16617;Sénat;Budget général;0.323585
2018;plr;ae;ministere;16489;Action et comptes publics;16618;Conseil constitutionnel;Budget général;0.0117192
2018;plr;ae;ministere;16489;Action et comptes publics;16619;Cour de justice de la République;Budget général;0.0008615
2018;plr;ae;ministere;16489;Action et comptes publics;16620;La Chaîne parlementaire;Budget général;0.0346872
2018;plr;ae;ministere;16489;Action et comptes publics;16626;Opérations immobilières et entretien des bâtiments de l'État;Comptes d'affectation spéciale;0.362550962
2018;plr;ae;ministere;16489;Action et comptes publics;16629;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;Comptes d'affectation spéciale;54.742703913
2018;plr;ae;ministere;16489;Action et comptes publics;16630;Ouvriers des établissements industriels de l'État;Comptes d'affectation spéciale;1.918266044
2018;plr;ae;ministere;16489;Action et comptes publics;16631;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;Comptes d'affectation spéciale;1.84414919
2018;plr;ae;ministere;16489;Action et comptes publics;16635;Désendettement de l'État;Comptes d'affectation spéciale;0.48657
2018;plr;ae;ministere;16489;Action et comptes publics;16651;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;Comptes de concours financiers;103.92904
2018;plr;ae;ministere;16489;Action et comptes publics;16652;France Télévisions;Comptes de concours financiers;2.56791
2018;plr;ae;ministere;16489;Action et comptes publics;16653;ARTE France;Comptes de concours financiers;0.285373
2018;plr;ae;ministere;16489;Action et comptes publics;16654;Radio France;Comptes de concours financiers;0.608792
2018;plr;ae;ministere;16489;Action et comptes publics;16655;France Médias Monde;Comptes de concours financiers;0.263163
2018;plr;ae;ministere;16489;Action et comptes publics;16656;Institut national de l'audiovisuel;Comptes de concours financiers;0.0904111
2018;plr;ae;ministere;16489;Action et comptes publics;16657;TV5 Monde;Comptes de concours financiers;0.0789744
2018;plr;ae;ministere;16496;Enseignement supérieur, recherche et innovation;16537;Formations supérieures et recherche universitaire;Budget général;13.420737894
2018;plr;ae;ministere;16496;Enseignement supérieur, recherche et innovation;16554;Recherches scientifiques et technologiques pluridisciplinaires;Budget général;6.649808702
2018;plr;ae;ministere;16496;Enseignement supérieur, recherche et innovation;16569;Recherche spatiale;Budget général;1.5976648
2018;plr;ae;ministere;16496;Enseignement supérieur, recherche et innovation;16591;Vie étudiante;Budget général;2.64374817
2018;plr;ae;ministere;16499;Sports;16587;Sport;Budget général;0.343002909
2018;plr;ae;ministere;16499;Sports;16611;Jeux olympiques et paralympiques 2024;Budget général;0.058
2018;plr;ae;mission;5410;Justice;16502;Accès au droit et à la justice;Budget général;0.430142288
2018;plr;ae;mission;5410;Justice;16507;Administration pénitentiaire;Budget général;3.40532367
2018;plr;ae;mission;5410;Justice;16550;Justice judiciaire;Budget général;3.354017314
2018;plr;ae;mission;5410;Justice;16562;Protection judiciaire de la jeunesse;Budget général;0.835871668
2018;plr;ae;mission;5410;Justice;16599;Conduite et pilotage de la politique de la justice;Budget général;0.42403692
2018;plr;ae;mission;5410;Justice;16602;Conseil supérieur de la magistrature;Budget général;0.003970843
2018;plr;ae;mission;6358;Travail et emploi;16503;Accès et retour à l'emploi;Budget général;4.862089725
2018;plr;ae;mission;6358;Travail et emploi;16504;Accompagnement des mutations économiques et développement de l'emploi;Budget général;6.025985691
2018;plr;ae;mission;6358;Travail et emploi;16510;Amélioration de la qualité de l'emploi et des relations du travail;Budget général;0.139985121
2018;plr;ae;mission;6358;Travail et emploi;16540;Conception, gestion et évaluation des politiques de l'emploi et du travail;Budget général;0.68049335
2018;plr;ae;mission;5337;Immigration, asile et intégration;16505;Intégration et accès à la nationalité française;Budget général;0.302991132
2018;plr;ae;mission;5337;Immigration, asile et intégration;16594;Immigration et asile;Budget général;1.221097072
2018;plr;ae;mission;3707;Action extérieure de l'État;16506;Action de la France en Europe et dans le monde;Budget général;1.880000459
2018;plr;ae;mission;3707;Action extérieure de l'État;16538;Français à l'étranger et affaires consulaires;Budget général;0.362801296
2018;plr;ae;mission;3707;Action extérieure de l'État;16564;Diplomatie culturelle et d'influence;Budget général;0.719760367
2018;plr;ae;mission;3707;Action extérieure de l'État;16608;Présidence française du G7;Budget général;0.000180098
2018;plr;ae;mission;3992;Cohésion des territoires;16508;Aide à l'accès au logement;Budget général;14.34623936
2018;plr;ae;mission;3992;Cohésion des territoires;16511;Impulsion et coordination de la politique d'aménagement du territoire;Budget général;0.152174366
2018;plr;ae;mission;3992;Cohésion des territoires;16523;Urbanisme, territoires et amélioration de l'habitat;Budget général;0.694008606
2018;plr;ae;mission;3992;Cohésion des territoires;16534;Politique de la ville;Budget général;0.400162081
2018;plr;ae;mission;3992;Cohésion des territoires;16546;Interventions territoriales de l'État;Budget général;0.049191511
2018;plr;ae;mission;3992;Cohésion des territoires;16558;Hébergement, parcours vers le logement et insertion des personnes vulnérables;Budget général;2.075214786
2018;plr;ae;mission;3931;Aide publique au développement;16509;Aide économique et financière au développement;Budget général;1.10002487
2018;plr;ae;mission;3931;Aide publique au développement;16580;Solidarité à l'égard des pays en développement;Budget général;1.801285991
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16512;Paysages, eau et biodiversité;Budget général;0.150114651
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16544;Expertise, information géographique et météorologie;Budget général;0.512195041
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16555;Énergie, climat et après-mines;Budget général;0.442793516
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16561;Prévention des risques;Budget général;0.794606076
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16575;Infrastructures et services de transports;Budget général;4.950107727
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16577;Affaires maritimes;Budget général;0.160420313
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16585;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;Budget général;2.979634169
2018;plr;ae;mission;4595;Écologie, développement et mobilité durables;16607;Service public de l'énergie;Budget général;3.0961371
2018;plr;ae;mission;4804;Engagements financiers de l'État;16513;Appels en garantie de l'État (crédits évaluatifs);Budget général;0.044631447
2018;plr;ae;mission;4804;Engagements financiers de l'État;16514;Charge de la dette et trésorerie de l'État (crédits évaluatifs);Budget général;41.54128
2018;plr;ae;mission;4804;Engagements financiers de l'État;16532;Épargne;Budget général;0.101003921
2018;plr;ae;mission;4804;Engagements financiers de l'État;16552;Majoration de rentes;Budget général;0.142479
2018;plr;ae;mission;4804;Engagements financiers de l'État;16603;Dotation en capital du Mécanisme européen de stabilité;Budget général;0.1
2018;plr;ae;mission;4804;Engagements financiers de l'État;16606;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;Budget général;-0.249979019
2018;plr;ae;mission;5998;Relations avec les collectivités territoriales;16515;Concours financiers aux collectivités territoriales et à leurs groupements;Budget général;3.495814071
2018;plr;ae;mission;5998;Relations avec les collectivités territoriales;16516;Concours spécifiques et administration;Budget général;0.190832466
2018;plr;ae;mission;5641;Outre-mer;16517;Conditions de vie outre-mer;Budget général;0.784154269
2018;plr;ae;mission;5641;Outre-mer;16525;Emploi outre-mer;Budget général;1.433330124
2018;plr;ae;mission;6211;Solidarité, insertion et égalité des chances;16518;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;Budget général;1.477032949
2018;plr;ae;mission;6211;Solidarité, insertion et égalité des chances;16524;Égalité entre les femmes et les hommes;Budget général;0.0293529
2018;plr;ae;mission;6211;Solidarité, insertion et égalité des chances;16542;Handicap et dépendance;Budget général;11.332220368
2018;plr;ae;mission;6211;Solidarité, insertion et égalité des chances;16595;Inclusion sociale et protection des personnes;Budget général;6.987300906
2018;plr;ae;mission;4128;Conseil et contrôle de l'État;16519;Conseil économique, social et environnemental;Budget général;0.04245645
2018;plr;ae;mission;4128;Conseil et contrôle de l'État;16548;Cour des comptes et autres juridictions financières;Budget général;0.215368695
2018;plr;ae;mission;4128;Conseil et contrôle de l'État;16549;Conseil d'État et autres juridictions administratives;Budget général;0.406096069
2018;plr;ae;mission;4128;Conseil et contrôle de l'État;16604;Haut Conseil des finances publiques;Budget général;0.000345539
2018;plr;ae;mission;4474;Direction de l'action du Gouvernement;16520;Coordination du travail gouvernemental;Budget général;0.615198891
2018;plr;ae;mission;4474;Direction de l'action du Gouvernement;16598;Protection des droits et libertés;Budget général;0.091873424
2018;plr;ae;mission;4474;Direction de l'action du Gouvernement;16600;Moyens mutualisés des administrations déconcentrées;Budget général;0.630141992
2018;plr;ae;mission;4225;Culture;16521;Création;Budget général;0.850313104
2018;plr;ae;mission;4225;Culture;16556;Patrimoines;Budget général;0.899761008
2018;plr;ae;mission;4225;Culture;16589;Transmission des savoirs et démocratisation de la culture;Budget général;1.225439846
2018;plr;ae;mission;4730;Économie;16522;Développement des entreprises et régulations;Budget général;0.981176895
2018;plr;ae;mission;4730;Économie;16588;Statistiques et études économiques;Budget général;0.456993917
2018;plr;ae;mission;4730;Économie;16596;Stratégie économique et fiscale;Budget général;0.425299103
2018;plr;ae;mission;4730;Économie;16605;Plan 'France Très haut débit';Budget général;0.158519
2018;plr;ae;mission;4879;Enseignement scolaire;16526;Enseignement privé du premier et du second degrés;Budget général;7.56427433
2018;plr;ae;mission;4879;Enseignement scolaire;16527;Enseignement scolaire public du premier degré;Budget général;22.001021012
2018;plr;ae;mission;4879;Enseignement scolaire;16528;Enseignement scolaire public du second degré;Budget général;32.916386396
2018;plr;ae;mission;4879;Enseignement scolaire;16530;Enseignement technique agricole;Budget général;1.430177384
2018;plr;ae;mission;4879;Enseignement scolaire;16582;Soutien de la politique de l'éducation nationale;Budget général;2.327308588
2018;plr;ae;mission;4879;Enseignement scolaire;16590;Vie de l'élève;Budget général;5.418337846
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16529;Enseignement supérieur et recherche agricoles;Budget général;0.339174305
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16537;Formations supérieures et recherche universitaire;Budget général;13.420737894
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16554;Recherches scientifiques et technologiques pluridisciplinaires;Budget général;6.649808702
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16565;Recherche culturelle et culture scientifique;Budget général;0.110884686
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16566;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;Budget général;1.743902463
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16567;Recherche duale (civile et militaire);Budget général;0.17468075
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16568;Recherche et enseignement supérieur en matière économique et industrielle;Budget général;0.793539023
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16569;Recherche spatiale;Budget général;1.5976648
2018;plr;ae;mission;5674;Recherche et enseignement supérieur;16591;Vie étudiante;Budget général;2.64374817
2018;plr;ae;mission;4316;Défense;16531;Environnement et prospective de la politique de défense;Budget général;1.435018441
2018;plr;ae;mission;4316;Défense;16533;Équipement des forces;Budget général;12.483221617
2018;plr;ae;mission;4316;Défense;16559;Préparation et emploi des forces;Budget général;8.728666444
2018;plr;ae;mission;4316;Défense;16581;Soutien de la politique de la défense;Budget général;23.034103478
2018;plr;ae;mission;5224;Gestion des finances publiques et des ressources humaines;16535;Fonction publique;Budget général;0.203034041
2018;plr;ae;mission;5224;Gestion des finances publiques et des ressources humaines;16541;Gestion fiscale et financière de l'État et du secteur public local;Budget général;8.103574517
2018;plr;ae;mission;5224;Gestion des finances publiques et des ressources humaines;16586;Conduite et pilotage des politiques économiques et financières;Budget général;0.931283731
2018;plr;ae;mission;5224;Gestion des finances publiques et des ressources humaines;16593;Facilitation et sécurisation des échanges;Budget général;1.535884037
