annee;loi;type_donnee;axe;niveau1_id;niveau1;niveau2_id;niveau2;type_budget;montant_md_euros
2019;plf;cp;ministere;6919;Europe et affaires étrangères;6988;Diplomatie culturelle et d'influence;Budget général;0.69957136
2019;plf;cp;ministere;6919;Europe et affaires étrangères;6991;Solidarité à l'égard des pays en développement;Budget général;2.018744233
2019;plf;cp;ministere;6919;Europe et affaires étrangères;6990;Présidence française du G7;Budget général;0.0244
2019;plf;cp;ministere;6920;Culture;6993;Création;Budget général;0.782314485
2019;plf;cp;ministere;6920;Culture;6992;Patrimoines;Budget général;0.893653568
2019;plf;cp;ministere;6920;Culture;6995;Presse et médias;Budget général;0.280952155
2019;plf;cp;ministere;6920;Culture;6997;Recherche culturelle et culture scientifique;Budget général;0.109981925
2019;plf;cp;ministere;6920;Culture;6994;Transmission des savoirs et démocratisation de la culture;Budget général;1.26200221
2019;plf;cp;ministere;6920;Culture;6996;Livre et industries culturelles;Budget général;0.300401244
2019;plf;cp;ministere;6921;Agriculture et alimentation;7002;Enseignement supérieur et recherche agricoles;Budget général;0.3529158
2019;plf;cp;ministere;6921;Agriculture et alimentation;7001;Enseignement technique agricole;Budget général;1.468242588
2019;plf;cp;ministere;6921;Agriculture et alimentation;6998;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;Budget général;1.690999892
2019;plf;cp;ministere;6921;Agriculture et alimentation;6999;Sécurité et qualité sanitaires de l'alimentation;Budget général;0.53675506
2019;plf;cp;ministere;6921;Agriculture et alimentation;7000;Conduite et pilotage des politiques de l'agriculture;Budget général;0.626058971
2019;plf;cp;ministere;6921;Agriculture et alimentation;7116;Développement et transfert en agriculture;Comptes d'affectation spéciale;0.065
2019;plf;cp;ministere;6921;Agriculture et alimentation;7117;Recherche appliquée et innovation en agriculture;Comptes d'affectation spéciale;0.071
2019;plf;cp;ministere;6922;Éducation nationale;7006;Enseignement privé du premier et du second degrés;Budget général;7.601329524
2019;plf;cp;ministere;6922;Éducation nationale;7003;Enseignement scolaire public du premier degré;Budget général;22.541442274
2019;plf;cp;ministere;6922;Éducation nationale;7004;Enseignement scolaire public du second degré;Budget général;33.192870362
2019;plf;cp;ministere;6922;Éducation nationale;7008;Jeunesse et vie associative;Budget général;0.614326298
2019;plf;cp;ministere;6922;Éducation nationale;7007;Soutien de la politique de l'éducation nationale;Budget général;2.275722491
2019;plf;cp;ministere;6922;Éducation nationale;7005;Vie de l'élève;Budget général;5.682887912
2019;plf;cp;ministere;6923;Action et comptes publics;7017;Fonction publique;Budget général;0.20691171
2019;plf;cp;ministere;6923;Action et comptes publics;7014;Gestion fiscale et financière de l'État et du secteur public local;Budget général;7.738193577
2019;plf;cp;ministere;6923;Action et comptes publics;7026;Régimes de retraite des mines, de la SEITA et divers;Budget général;1.30515535
2019;plf;cp;ministere;6923;Action et comptes publics;7015;Conduite et pilotage des politiques économiques et financières;Budget général;0.917255726
2019;plf;cp;ministere;6923;Action et comptes publics;7016;Facilitation et sécurisation des échanges;Budget général;1.585804818
2019;plf;cp;ministere;6923;Action et comptes publics;7009;Rénovation des cités administratives et autres sites domaniaux multi-occupants;Budget général;0.1
2019;plf;cp;ministere;6923;Action et comptes publics;7010;Fonds pour la transformation de l'action publique;Budget général;0.16
2019;plf;cp;ministere;6923;Action et comptes publics;7011;Fonds d'accompagnement interministériel Ressources humaines;Budget général;0.05
2019;plf;cp;ministere;6923;Action et comptes publics;7018;Présidence de la République;Budget général;0.103
2019;plf;cp;ministere;6923;Action et comptes publics;7019;Assemblée nationale;Budget général;0.51789
2019;plf;cp;ministere;6923;Action et comptes publics;7020;Sénat;Budget général;0.3235849
2019;plf;cp;ministere;6923;Action et comptes publics;7023;Conseil constitutionnel;Budget général;0.0117192
2019;plf;cp;ministere;6923;Action et comptes publics;7024;Haute Cour;Budget général;
2019;plf;cp;ministere;6923;Action et comptes publics;7025;Cour de justice de la République;Budget général;0.0008615
2019;plf;cp;ministere;6923;Action et comptes publics;7021;La Chaîne parlementaire;Budget général;0.0342892
2019;plf;cp;ministere;6923;Action et comptes publics;7022;Indemnités des représentants français au Parlement européen;Budget général;
2019;plf;cp;ministere;6923;Action et comptes publics;7012;Provision relative aux rémunérations publiques;Budget général;0.079
2019;plf;cp;ministere;6923;Action et comptes publics;7013;Dépenses accidentelles et imprévisibles;Budget général;0.124
2019;plf;cp;ministere;6923;Action et comptes publics;7119;Contribution des cessions immobilières au désendettement de l'État;Comptes d'affectation spéciale;
2019;plf;cp;ministere;6923;Action et comptes publics;7120;Opérations immobilières et entretien des bâtiments de l'État;Comptes d'affectation spéciale;0.483
2019;plf;cp;ministere;6923;Action et comptes publics;7121;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;Comptes d'affectation spéciale;55.3603
2019;plf;cp;ministere;6923;Action et comptes publics;7122;Ouvriers des établissements industriels de l'État;Comptes d'affectation spéciale;1.9349
2019;plf;cp;ministere;6923;Action et comptes publics;7123;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;Comptes d'affectation spéciale;1.71984
2019;plf;cp;ministere;6923;Action et comptes publics;7118;Désendettement de l'État;Comptes d'affectation spéciale;0.452436
2019;plf;cp;ministere;6923;Action et comptes publics;7147;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;Comptes de concours financiers;110.60511
2019;plf;cp;ministere;6923;Action et comptes publics;7141;France Télévisions;Comptes de concours financiers;2.54312
2019;plf;cp;ministere;6923;Action et comptes publics;7142;ARTE France;Comptes de concours financiers;0.283331
2019;plf;cp;ministere;6923;Action et comptes publics;7143;Radio France;Comptes de concours financiers;0.604708
2019;plf;cp;ministere;6923;Action et comptes publics;7144;France Médias Monde;Comptes de concours financiers;0.261529
2019;plf;cp;ministere;6923;Action et comptes publics;7145;Institut national de l'audiovisuel;Comptes de concours financiers;0.0891859
2019;plf;cp;ministere;6923;Action et comptes publics;7146;TV5 Monde;Comptes de concours financiers;0.0777492
2019;plf;cp;ministere;6924;Intérieur;7033;Intégration et accès à la nationalité française;Budget général;0.41365545
2019;plf;cp;ministere;6924;Intérieur;7034;Concours financiers aux collectivités territoriales et à leurs groupements;Budget général;3.160526
2019;plf;cp;ministere;6924;Intérieur;7035;Concours spécifiques et administration;Budget général;0.272835151
2019;plf;cp;ministere;6924;Intérieur;7037;Gendarmerie nationale;Budget général;8.805447748
2019;plf;cp;ministere;6924;Intérieur;7039;Sécurité civile;Budget général;0.53877764
2019;plf;cp;ministere;6924;Intérieur;7036;Police nationale;Budget général;10.72750128
2019;plf;cp;ministere;6924;Intérieur;7038;Sécurité et éducation routières;Budget général;0.04136694
2019;plf;cp;ministere;6924;Intérieur;7031;Conduite et pilotage des politiques de l'intérieur;Budget général;0.976053564
2019;plf;cp;ministere;6924;Intérieur;7030;Vie politique, cultuelle et associative;Budget général;0.2071104
2019;plf;cp;ministere;6924;Intérieur;7032;Immigration et asile;Budget général;1.2806873
2019;plf;cp;ministere;6924;Intérieur;7029;Administration territoriale;Budget général;1.657105746
2019;plf;cp;ministere;6924;Intérieur;7124;Structures et dispositifs de sécurité routière;Comptes d'affectation spéciale;0.33995
2019;plf;cp;ministere;6924;Intérieur;7125;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;Comptes d'affectation spéciale;0.0262
2019;plf;cp;ministere;6924;Intérieur;7126;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;Comptes d'affectation spéciale;0.478066
2019;plf;cp;ministere;6925;Justice;7043;Accès au droit et à la justice;Budget général;0.4668108
2019;plf;cp;ministere;6925;Justice;7041;Administration pénitentiaire;Budget général;3.749898481
2019;plf;cp;ministere;6925;Justice;7040;Justice judiciaire;Budget général;3.487338975
2019;plf;cp;ministere;6925;Justice;7042;Protection judiciaire de la jeunesse;Budget général;0.875356469
2019;plf;cp;ministere;6925;Justice;7044;Conduite et pilotage de la politique de la justice;Budget général;0.470377898
2019;plf;cp;ministere;6925;Justice;7045;Conseil supérieur de la magistrature;Budget général;0.004810496
2019;plf;cp;ministere;6926;Services du Premier ministre;7049;Conseil économique, social et environnemental;Budget général;0.040233348
2019;plf;cp;ministere;6926;Services du Premier ministre;7052;Coordination du travail gouvernemental;Budget général;0.6921389
2019;plf;cp;ministere;6926;Services du Premier ministre;7059;Égalité entre les femmes et les hommes;Budget général;0.02987154
2019;plf;cp;ministere;6926;Services du Premier ministre;7058;Handicap et dépendance;Budget général;11.923257927
2019;plf;cp;ministere;6926;Services du Premier ministre;7046;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;Budget général;0.105908548
2019;plf;cp;ministere;6926;Services du Premier ministre;7047;Interventions territoriales de l'État;Budget général;0.025808475
2019;plf;cp;ministere;6926;Services du Premier ministre;7050;Cour des comptes et autres juridictions financières;Budget général;0.219853996
2019;plf;cp;ministere;6926;Services du Premier ministre;7048;Conseil d'État et autres juridictions administratives;Budget général;0.420045837
2019;plf;cp;ministere;6926;Services du Premier ministre;7053;Protection des droits et libertés;Budget général;0.098528
2019;plf;cp;ministere;6926;Services du Premier ministre;7054;Moyens mutualisés des administrations déconcentrées;Budget général;0.539360638
2019;plf;cp;ministere;6926;Services du Premier ministre;7051;Haut Conseil des finances publiques;Budget général;0.000428189
2019;plf;cp;ministere;6926;Services du Premier ministre;7055;Soutien des progrès de l'enseignement et de la recherche;Budget général;0.2125
2019;plf;cp;ministere;6926;Services du Premier ministre;7056;Valorisation de la recherche;Budget général;0.433
2019;plf;cp;ministere;6926;Services du Premier ministre;7057;Accélération de la modernisation des entreprises;Budget général;0.404
2019;plf;cp;ministere;6926;Services du Premier ministre;7111;Édition et diffusion;Budgets annexes;0.052535
2019;plf;cp;ministere;6926;Services du Premier ministre;7112;Pilotage et ressources humaines;Budgets annexes;0.1134717
2019;plf;cp;ministere;6927;Économie et finances;7060;Aide économique et financière au développement;Budget général;1.0790323
2019;plf;cp;ministere;6927;Économie et finances;7066;Appels en garantie de l'État (crédits évaluatifs);Budget général;0.1253
2019;plf;cp;ministere;6927;Économie et finances;7065;Charge de la dette et trésorerie de l'État (crédits évaluatifs);Budget général;42.061
2019;plf;cp;ministere;6927;Économie et finances;7061;Développement des entreprises et régulations;Budget général;0.905455355
2019;plf;cp;ministere;6927;Économie et finances;7067;Épargne;Budget général;0.10238194
2019;plf;cp;ministere;6927;Économie et finances;7071;Recherche et enseignement supérieur en matière économique et industrielle;Budget général;0.733815567
2019;plf;cp;ministere;6927;Économie et finances;7063;Statistiques et études économiques;Budget général;0.441644458
2019;plf;cp;ministere;6927;Économie et finances;7064;Stratégie économique et fiscale;Budget général;0.420755882
2019;plf;cp;ministere;6927;Économie et finances;7068;Dotation du Mécanisme européen de stabilité;Budget général;
2019;plf;cp;ministere;6927;Économie et finances;7069;Augmentation de capital de la Banque européenne d'investissement;Budget général;
2019;plf;cp;ministere;6927;Économie et finances;7062;Plan France Très haut débit;Budget général;0.175868
2019;plf;cp;ministere;6927;Économie et finances;7070;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;Budget général;0.1832755
2019;plf;cp;ministere;6927;Économie et finances;7129;Opérations en capital intéressant les participations financières de l'État;Comptes d'affectation spéciale;8
2019;plf;cp;ministere;6927;Économie et finances;7130;Désendettement de l'État et d'établissements publics de l'État;Comptes d'affectation spéciale;2
2019;plf;cp;ministere;6927;Économie et finances;7127;Versement de la France à la Grèce au titre de la restitution à cet État des revenus perçus sur les titres grecs;Comptes d'affectation spéciale;0.1257
2019;plf;cp;ministere;6927;Économie et finances;7128;Rétrocessions de trop-perçus à la Banque de France;Comptes d'affectation spéciale;
2019;plf;cp;ministere;6927;Économie et finances;7148;Relations avec l'Union monétaire ouest-africaine;Comptes de concours financiers;
2019;plf;cp;ministere;6927;Économie et finances;7149;Relations avec l'Union monétaire d'Afrique centrale;Comptes de concours financiers;
2019;plf;cp;ministere;6927;Économie et finances;7150;Relations avec l'Union des Comores;Comptes de concours financiers;
2019;plf;cp;ministere;6927;Économie et finances;7151;Avances à l'Agence de services et de paiement, au titre du préfinancement des aides communautaires de la politique agricole commune;Comptes de concours financiers;11
2019;plf;cp;ministere;6927;Économie et finances;7152;Avances à des organismes distincts de l'État et gérant des services publics;Comptes de concours financiers;0.2688
2019;plf;cp;ministere;6927;Économie et finances;7153;Avances à des services de l'État;Comptes de concours financiers;0.0597129
2019;plf;cp;ministere;6927;Économie et finances;7154;Avances à l'Office national d'indemnisation des accidents médicaux, des affections iatrogènes et des infections nosocomiales (ONIAM) au titre de l'indemnisation des victimes du Benfluorex;Comptes de concours financiers;0.015
2019;plf;cp;ministere;6927;Économie et finances;7155;Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;Comptes de concours financiers;0.006
2019;plf;cp;ministere;6927;Économie et finances;7156;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;Comptes de concours financiers;0.48095
2019;plf;cp;ministere;6927;Économie et finances;7157;Prêts à des États étrangers pour consolidation de dettes envers la France;Comptes de concours financiers;0.24535
2019;plf;cp;ministere;6927;Économie et finances;7158;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;Comptes de concours financiers;0.388
2019;plf;cp;ministere;6927;Économie et finances;7159;Prêts aux États membres de l'Union européenne dont la monnaie est l'euro;Comptes de concours financiers;
2019;plf;cp;ministere;6927;Économie et finances;7160;Prêts et avances pour le logement des agents de l'État;Comptes de concours financiers;5e-05
2019;plf;cp;ministere;6927;Économie et finances;7161;Prêts pour le développement économique et social;Comptes de concours financiers;0.05
2019;plf;cp;ministere;6927;Économie et finances;7162;Prêts et avances pour le développement du commerce avec l'Iran;Comptes de concours financiers;
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7074;Paysages, eau et biodiversité;Budget général;0.16280794
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7075;Expertise, économie sociale et solidaire, information géographique et météorologie;Budget général;0.51396085
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7077;Énergie, climat et après-mines;Budget général;0.40117906
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7076;Prévention des risques;Budget général;0.835541564
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7080;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;Budget général;1.72695581
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7082;Régimes de retraite et de sécurité sociale des marins;Budget général;0.815698
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7081;Régimes sociaux et de retraite des transports terrestres;Budget général;4.163495
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7072;Infrastructures et services de transports;Budget général;3.213229966
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7073;Affaires maritimes;Budget général;0.156902475
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7079;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;Budget général;3.000936947
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7078;Service public de l'énergie;Budget général;3.219359232
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7114;Navigation aérienne;Budgets annexes;0.572223
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7113;Soutien aux prestations de l'aviation civile;Budgets annexes;1.5061471
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7115;Transports aériens, surveillance et certification;Budgets annexes;0.042371
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7137;Soutien à la transition énergétique;Comptes d'affectation spéciale;5.4404
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7138;Engagements financiers liés à la transition énergétique;Comptes d'affectation spéciale;1.839
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7135;Exploitation des services nationaux de transport conventionnés;Comptes d'affectation spéciale;0.2862
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7136;Matériel roulant des services nationaux de transport conventionnés;Comptes d'affectation spéciale;0.073
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7131;Contribution au financement de l'attribution d'aides à l'acquisition de véhicules propres;Comptes d'affectation spéciale;0.264
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7132;Contribution au financement de l'attribution d'aides au retrait de véhicules polluants;Comptes d'affectation spéciale;0.306
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7133;Électrification rurale;Comptes d'affectation spéciale;0.3552
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7134;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées;Comptes d'affectation spéciale;0.0048
2019;plf;cp;ministere;6928;Transition écologique et solidaire;7163;Prêts à la société concessionnaire de la liaison express entre Paris et l'aéroport Paris-Charles de Gaulle;Comptes de concours financiers;0.275
2019;plf;cp;ministere;6929;Travail;7083;Accès et retour à l'emploi;Budget général;6.44979275
2019;plf;cp;ministere;6929;Travail;7084;Accompagnement des mutations économiques et développement de l'emploi;Budget général;5.18876025
2019;plf;cp;ministere;6929;Travail;7085;Amélioration de la qualité de l'emploi et des relations du travail;Budget général;0.08807457
2019;plf;cp;ministere;6929;Travail;7086;Conception, gestion et évaluation des politiques de l'emploi et du travail;Budget général;0.689292553
2019;plf;cp;ministere;6929;Travail;7139;Répartition régionale de la ressource consacrée au développement de l'apprentissage;Comptes d'affectation spéciale;1.38454
2019;plf;cp;ministere;6929;Travail;7140;Correction financière des disparités régionales de taxe d'apprentissage et incitations au développement de l'apprentissage;Comptes d'affectation spéciale;0.325172
2019;plf;cp;ministere;6930;Enseignement supérieur, recherche et innovation;7087;Formations supérieures et recherche universitaire;Budget général;13.601053639
2019;plf;cp;ministere;6930;Enseignement supérieur, recherche et innovation;7089;Recherches scientifiques et technologiques pluridisciplinaires;Budget général;6.93807898
2019;plf;cp;ministere;6930;Enseignement supérieur, recherche et innovation;7090;Recherche spatiale;Budget général;1.8230126
2019;plf;cp;ministere;6930;Enseignement supérieur, recherche et innovation;7088;Vie étudiante;Budget général;2.70598179
2019;plf;cp;ministere;6931;Outre-mer;7092;Conditions de vie outre-mer;Budget général;0.799155721
2019;plf;cp;ministere;6931;Outre-mer;7091;Emploi outre-mer;Budget général;1.69154285
2019;plf;cp;ministere;6932;Cohésion des territoires et relations avec les collectivités territoriales;7094;Aide à l'accès au logement;Budget général;13.1100174
2019;plf;cp;ministere;6932;Cohésion des territoires et relations avec les collectivités territoriales;7096;Impulsion et coordination de la politique d'aménagement du territoire;Budget général;0.243072429
2019;plf;cp;ministere;6932;Cohésion des territoires et relations avec les collectivités territoriales;7095;Urbanisme, territoires et amélioration de l'habitat;Budget général;0.28507804
2019;plf;cp;ministere;6932;Cohésion des territoires et relations avec les collectivités territoriales;7097;Politique de la ville;Budget général;0.513067342
2019;plf;cp;ministere;6932;Cohésion des territoires et relations avec les collectivités territoriales;7093;Hébergement, parcours vers le logement et insertion des personnes vulnérables;Budget général;1.878163857
2019;plf;cp;ministere;6933;Sports;7098;Sport;Budget général;0.319201926
2019;plf;cp;ministere;6933;Sports;7099;Jeux olympiques et paralympiques 2024;Budget général;0.06525
2019;plf;cp;ministere;6934;Solidarités et santé;7103;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;Budget général;1.481165675
2019;plf;cp;ministere;6934;Solidarités et santé;7101;Protection maladie;Budget général;0.9429
2019;plf;cp;ministere;6934;Solidarités et santé;7100;Prévention, sécurité sanitaire et offre de soins;Budget général;0.480613
2019;plf;cp;ministere;6934;Solidarités et santé;7102;Inclusion sociale et protection des personnes;Budget général;7.697157351
2019;plf;cp;ministere;6935;Armées;7106;Environnement et prospective de la politique de défense;Budget général;1.476089138
2019;plf;cp;ministere;6935;Armées;7109;Équipement des forces;Budget général;10.887979373
2019;plf;cp;ministere;6935;Armées;7104;Liens entre la Nation et son armée;Budget général;0.0338099
2019;plf;cp;ministere;6935;Armées;7105;Reconnaissance et réparation en faveur du monde combattant;Budget général;2.1621605
2019;plf;cp;ministere;6935;Armées;7107;Préparation et emploi des forces;Budget général;8.784553176
2019;plf;cp;ministere;6935;Armées;7110;Recherche duale (civile et militaire);Budget général;0.17951901
2019;plf;cp;ministere;6935;Armées;7108;Soutien de la politique de la défense;Budget général;23.195484561
2019;plf;cp;mission;6936;Action extérieure de l'État;6987;Action de la France en Europe et dans le monde;Budget général;1.774371579
2019;plf;cp;mission;6936;Action extérieure de l'État;6989;Français à l'étranger et affaires consulaires;Budget général;0.374240043
2019;plf;cp;mission;6936;Action extérieure de l'État;6988;Diplomatie culturelle et d'influence;Budget général;0.69957136
2019;plf;cp;mission;6936;Action extérieure de l'État;6990;Présidence française du G7;Budget général;0.0244
2019;plf;cp;mission;6937;Aide publique au développement;6991;Solidarité à l'égard des pays en développement;Budget général;2.018744233
2019;plf;cp;mission;6937;Aide publique au développement;7060;Aide économique et financière au développement;Budget général;1.0790323
2019;plf;cp;mission;6938;Culture;6993;Création;Budget général;0.782314485
2019;plf;cp;mission;6938;Culture;6992;Patrimoines;Budget général;0.893653568
2019;plf;cp;mission;6938;Culture;6994;Transmission des savoirs et démocratisation de la culture;Budget général;1.26200221
2019;plf;cp;mission;6939;Médias, livre et industries culturelles;6995;Presse et médias;Budget général;0.280952155
2019;plf;cp;mission;6939;Médias, livre et industries culturelles;6996;Livre et industries culturelles;Budget général;0.300401244
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;6997;Recherche culturelle et culture scientifique;Budget général;0.109981925
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7002;Enseignement supérieur et recherche agricoles;Budget général;0.3529158
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7071;Recherche et enseignement supérieur en matière économique et industrielle;Budget général;0.733815567
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7080;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;Budget général;1.72695581
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7087;Formations supérieures et recherche universitaire;Budget général;13.601053639
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7089;Recherches scientifiques et technologiques pluridisciplinaires;Budget général;6.93807898
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7090;Recherche spatiale;Budget général;1.8230126
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7088;Vie étudiante;Budget général;2.70598179
2019;plf;cp;mission;6940;Recherche et enseignement supérieur;7110;Recherche duale (civile et militaire);Budget général;0.17951901
2019;plf;cp;mission;6942;Enseignement scolaire;7001;Enseignement technique agricole;Budget général;1.468242588
2019;plf;cp;mission;6942;Enseignement scolaire;7006;Enseignement privé du premier et du second degrés;Budget général;7.601329524
2019;plf;cp;mission;6942;Enseignement scolaire;7003;Enseignement scolaire public du premier degré;Budget général;22.541442274
2019;plf;cp;mission;6942;Enseignement scolaire;7004;Enseignement scolaire public du second degré;Budget général;33.192870362
2019;plf;cp;mission;6942;Enseignement scolaire;7007;Soutien de la politique de l'éducation nationale;Budget général;2.275722491
2019;plf;cp;mission;6942;Enseignement scolaire;7005;Vie de l'élève;Budget général;5.682887912
2019;plf;cp;mission;6941;Agriculture, alimentation, forêt et affaires rurales;6998;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;Budget général;1.690999892
2019;plf;cp;mission;6941;Agriculture, alimentation, forêt et affaires rurales;6999;Sécurité et qualité sanitaires de l'alimentation;Budget général;0.53675506
2019;plf;cp;mission;6941;Agriculture, alimentation, forêt et affaires rurales;7000;Conduite et pilotage des politiques de l'agriculture;Budget général;0.626058971
2019;plf;cp;mission;6970;Développement agricole et rural;7116;Développement et transfert en agriculture;Comptes d'affectation spéciale;0.065
2019;plf;cp;mission;6970;Développement agricole et rural;7117;Recherche appliquée et innovation en agriculture;Comptes d'affectation spéciale;0.071
2019;plf;cp;mission;6943;Sport, jeunesse et vie associative;7008;Jeunesse et vie associative;Budget général;0.614326298
2019;plf;cp;mission;6943;Sport, jeunesse et vie associative;7098;Sport;Budget général;0.319201926
2019;plf;cp;mission;6943;Sport, jeunesse et vie associative;7099;Jeux olympiques et paralympiques 2024;Budget général;0.06525
2019;plf;cp;mission;6946;Gestion des finances publiques et des ressources humaines;7017;Fonction publique;Budget général;0.20691171
2019;plf;cp;mission;6946;Gestion des finances publiques et des ressources humaines;7014;Gestion fiscale et financière de l'État et du secteur public local;Budget général;7.738193577
2019;plf;cp;mission;6946;Gestion des finances publiques et des ressources humaines;7015;Conduite et pilotage des politiques économiques et financières;Budget général;0.917255726
2019;plf;cp;mission;6946;Gestion des finances publiques et des ressources humaines;7016;Facilitation et sécurisation des échanges;Budget général;1.585804818
2019;plf;cp;mission;6948;Régimes sociaux et de retraite;7026;Régimes de retraite des mines, de la SEITA et divers;Budget général;1.30515535
2019;plf;cp;mission;6948;Régimes sociaux et de retraite;7082;Régimes de retraite et de sécurité sociale des marins;Budget général;0.815698
2019;plf;cp;mission;6948;Régimes sociaux et de retraite;7081;Régimes sociaux et de retraite des transports terrestres;Budget général;4.163495
2019;plf;cp;mission;6944;Action et transformation publiques;7009;Rénovation des cités administratives et autres sites domaniaux multi-occupants;Budget général;0.1
2019;plf;cp;mission;6944;Action et transformation publiques;7010;Fonds pour la transformation de l'action publique;Budget général;0.16
2019;plf;cp;mission;6944;Action et transformation publiques;7011;Fonds d'accompagnement interministériel Ressources humaines;Budget général;0.05
2019;plf;cp;mission;6947;Pouvoirs publics;7018;Présidence de la République;Budget général;0.103
2019;plf;cp;mission;6947;Pouvoirs publics;7019;Assemblée nationale;Budget général;0.51789
2019;plf;cp;mission;6947;Pouvoirs publics;7020;Sénat;Budget général;0.3235849
2019;plf;cp;mission;6947;Pouvoirs publics;7023;Conseil constitutionnel;Budget général;0.0117192
2019;plf;cp;mission;6947;Pouvoirs publics;7024;Haute Cour;Budget général;
2019;plf;cp;mission;6947;Pouvoirs publics;7025;Cour de justice de la République;Budget général;0.0008615
2019;plf;cp;mission;6947;Pouvoirs publics;7021;La Chaîne parlementaire;Budget général;0.0342892
2019;plf;cp;mission;6947;Pouvoirs publics;7022;Indemnités des représentants français au Parlement européen;Budget général;
2019;plf;cp;mission;6945;Crédits non répartis;7012;Provision relative aux rémunérations publiques;Budget général;0.079
2019;plf;cp;mission;6945;Crédits non répartis;7013;Dépenses accidentelles et imprévisibles;Budget général;0.124
2019;plf;cp;mission;6972;Gestion du patrimoine immobilier de l'État;7119;Contribution des cessions immobilières au désendettement de l'État;Comptes d'affectation spéciale;
2019;plf;cp;mission;6972;Gestion du patrimoine immobilier de l'État;7120;Opérations immobilières et entretien des bâtiments de l'État;Comptes d'affectation spéciale;0.483
2019;plf;cp;mission;6973;Pensions;7121;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;Comptes d'affectation spéciale;55.3603
2019;plf;cp;mission;6973;Pensions;7122;Ouvriers des établissements industriels de l'État;Comptes d'affectation spéciale;1.9349
2019;plf;cp;mission;6973;Pensions;7123;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;Comptes d'affectation spéciale;1.71984
2019;plf;cp;mission;6971;Contrôle de la circulation et du stationnement routiers;7118;Désendettement de l'État;Comptes d'affectation spéciale;0.452436
2019;plf;cp;mission;6971;Contrôle de la circulation et du stationnement routiers;7124;Structures et dispositifs de sécurité routière;Comptes d'affectation spéciale;0.33995
2019;plf;cp;mission;6971;Contrôle de la circulation et du stationnement routiers;7125;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;Comptes d'affectation spéciale;0.0262
2019;plf;cp;mission;6971;Contrôle de la circulation et du stationnement routiers;7126;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;Comptes d'affectation spéciale;0.478066
